loan_id,age,income_monthly,loan_amount,loan_tenure_m,interest_rate,existing_loans,credit_score,employment_type,education,residence_type,delinquency_30d,utilisation_pct,months_employed,loan_purpose,emi,foir_pct,ltv_proxy,default,employment_enc,education_enc,residence_enc,purpose_enc,log_income,log_loan,credit_band,high_foir,high_util,delinq_flag,tenure_risk,combined_risk,pd_score,credit_grade,predicted_default
LN002149,32,21100,21199,24,16.48,3,592,Self-Employed,Post-Graduate,Rented,5,41.5,123,Debt Consolidation,1043,4.94,0.0837,0,3,1,2,1,9.957075711706057,9.961756460660103,3,0,0,1,0,4,76.2,E — Very High Risk,1
LN002150,21,46409,129224,12,10.78,3,309,Business,Post-Graduate,Rented,0,46.2,276,Education,11408,24.58,0.232,0,0,1,2,2,10.745270232235221,11.76931035006424,4,0,0,0,0,3,11.0,A — Very Low Risk,0
LN002151,44,22941,161345,12,24.19,0,370,Business,Under-Graduate,Own,5,50.1,86,Home Improvement,15272,66.57,0.5861,1,0,3,1,3,10.040724570841213,11.991306406345416,4,1,0,1,0,2,51.7,D — High Risk,1
LN002152,34,15663,108375,84,15.53,3,720,Salaried,Professional,Rented,2,14.0,212,Medical,2124,13.56,0.5766,0,2,2,2,4,9.659120364770292,11.593361941260572,2,0,0,1,1,4,36.5,C — Medium Risk,0
LN002153,51,18936,47737,12,10.27,0,392,Salaried,Graduate,Rented,3,57.8,226,Debt Consolidation,4203,22.2,0.2101,0,2,0,2,1,9.848872959262906,10.77348300542498,4,0,0,1,0,1,17.6,A — Very Low Risk,0
LN002154,39,28091,86716,24,8.99,0,834,Salaried,Graduate,Own,0,52.4,196,Education,3961,14.1,0.2572,0,2,0,1,2,10.24324011727891,11.370405221979142,0,0,0,0,0,0,4.9,A — Very Low Risk,0
LN002155,45,13476,265408,36,24.28,1,313,Salaried,Post-Graduate,Rented,4,23.4,150,Vehicle,10452,77.56,1.6412,0,2,1,2,6,9.508739807769159,12.489027311382895,4,1,0,1,0,3,63.4,D — High Risk,1
LN002156,32,38770,104258,84,17.89,1,659,Salaried,Under-Graduate,Own,1,16.6,45,Personal,2185,5.64,0.2241,0,2,3,1,5,10.565427823471362,11.55463346687,2,0,0,1,1,2,7.5,A — Very Low Risk,0
LN002157,54,44814,151513,36,11.34,3,754,Freelancer,Under-Graduate,Rented,0,82.8,134,Medical,4985,11.12,0.2817,0,1,3,2,4,10.710298183791462,11.928433308903013,1,0,1,0,0,4,12.1,A — Very Low Risk,0
LN002158,34,22387,104488,36,9.12,3,414,Self-Employed,Professional,Rented,5,1.9,266,Business,3329,14.87,0.3889,1,3,2,2,0,10.016280380011251,11.556837081688553,4,0,0,1,0,4,82.1,E — Very High Risk,1
LN002159,31,22607,97624,84,11.09,4,784,Freelancer,Post-Graduate,Own,5,95.9,275,Education,1676,7.41,0.3599,1,1,1,1,2,10.02605910492431,11.488888887141988,0,0,1,1,1,5,80.8,E — Very High Risk,1
LN002160,32,23450,222439,36,27.54,0,608,Salaried,Under-Graduate,Rented,5,27.6,113,Home Improvement,9146,39.0,0.7905,1,2,3,2,3,10.06266841688844,12.3124126813015,3,0,0,1,0,1,39.4,C — Medium Risk,0
LN002161,23,36352,11006,72,15.53,4,808,Salaried,Graduate,Rented,0,26.7,104,Debt Consolidation,236,0.65,0.0252,0,2,0,2,1,10.50103201050528,9.306286713023391,0,0,0,0,1,3,7.2,A — Very Low Risk,0
LN002162,40,29191,59187,60,17.31,2,706,Salaried,Graduate,Rented,5,15.1,85,Personal,1481,5.07,0.169,0,2,0,2,5,10.281649978116283,10.988474097622424,2,0,0,1,0,3,58.3,D — High Risk,1
LN002163,24,31070,165572,48,23.55,4,501,Salaried,Graduate,Own,5,6.3,39,Debt Consolidation,5357,17.24,0.4441,1,2,0,1,1,10.344030187256989,12.017167464162002,4,0,0,1,0,4,71.8,E — Very High Risk,1
LN002164,47,15461,186687,84,25.44,3,793,Freelancer,Graduate,Rented,0,99.3,117,Home Improvement,4778,30.9,1.0062,0,1,0,2,3,9.64614067988042,12.137194053227393,0,0,1,0,1,4,7.5,A — Very Low Risk,0
LN002165,45,43386,91622,72,27.87,4,777,Freelancer,Post-Graduate,Rented,5,86.6,240,Medical,2632,6.07,0.176,1,1,1,2,4,10.677915136047172,11.425437610847032,1,0,1,1,1,5,85.5,E — Very High Risk,1
LN002166,24,44826,70273,84,17.26,4,772,Freelancer,Post-Graduate,Own,4,31.0,267,Debt Consolidation,1447,3.23,0.1306,1,1,1,1,1,10.71056591543671,11.160157165862033,1,0,0,1,1,4,73.4,E — Very High Risk,1
LN002167,60,14983,104613,48,27.67,4,556,Salaried,Graduate,Own,4,14.4,142,Medical,3626,24.2,0.5818,1,2,0,1,4,9.614738244123924,11.558032664868993,3,0,0,1,0,4,67.7,E — Very High Risk,1
LN002168,24,57277,47361,12,19.69,2,394,Self-Employed,Graduate,Own,4,59.8,286,Home Improvement,4380,7.65,0.0689,1,3,0,1,3,10.955671884823825,10.765575498395966,4,0,0,1,0,3,59.8,D — High Risk,1
LN002169,58,25704,43106,72,18.52,1,350,Self-Employed,Under-Graduate,Rented,4,74.7,288,Personal,996,3.87,0.1398,0,3,3,2,5,10.154440804489605,10.671440675897315,4,0,0,1,1,2,20.1,B — Low Risk,0
LN002170,29,9657,72106,84,23.28,3,814,Salaried,Graduate,Family,4,27.5,266,Vehicle,1747,18.09,0.6222,0,2,0,0,6,9.175541866433488,11.185906405939006,0,0,0,1,1,4,53.2,D — High Risk,1
LN002171,51,47540,413053,12,15.11,3,837,Salaried,Graduate,Own,5,37.2,23,Medical,37303,78.47,0.724,1,2,0,1,4,10.769347775610917,12.931333614001382,0,1,0,1,0,5,91.1,E — Very High Risk,1
LN002172,60,30184,108617,24,12.4,0,445,Salaried,Post-Graduate,Own,3,23.4,181,Home Improvement,5133,17.01,0.2999,0,2,1,1,3,10.315100391230526,11.595592418604,4,0,0,1,0,1,12.7,A — Very Low Risk,0
LN002173,32,46775,120691,84,16.35,1,552,Self-Employed,Graduate,Own,5,23.3,81,Medical,2421,5.18,0.215,0,3,0,1,4,10.753125529855506,11.700997124855864,3,0,0,1,1,2,44.2,C — Medium Risk,0
LN002174,26,53670,47824,24,20.96,3,737,Salaried,Graduate,Family,2,31.7,95,Medical,2457,4.58,0.0743,1,2,0,0,4,10.890628097380375,10.775303794308453,1,0,0,1,0,4,31.6,B — Low Risk,0
LN002175,51,26720,41485,84,8.59,0,306,Salaried,Professional,Own,5,84.2,20,Education,659,2.47,0.1294,1,2,2,1,2,10.193205052099978,10.63311129990609,4,0,1,1,1,2,30.9,B — Low Risk,0
LN002176,35,13291,63108,84,12.4,1,402,Salaried,Professional,Family,2,0.7,38,Personal,1128,8.49,0.3957,0,2,2,0,5,9.494917629474484,11.052618669103357,4,0,0,1,1,2,22.1,B — Low Risk,0
LN002177,31,46153,170085,84,26.4,1,364,Freelancer,Graduate,Rented,1,67.2,170,Personal,4459,9.66,0.3071,0,1,0,2,5,10.739738910064524,12.044059470470001,4,0,0,1,1,2,7.6,A — Very Low Risk,0
LN002178,27,19097,40773,24,21.89,4,820,Salaried,Graduate,Own,3,22.5,243,Home Improvement,2113,11.06,0.1779,0,2,0,1,3,9.857338896510148,10.615799902357084,0,0,0,1,0,4,54.3,D — High Risk,1
LN002179,53,20926,271660,36,27.5,2,787,Salaried,Under-Graduate,Own,2,52.6,260,Personal,11164,53.35,1.0818,1,2,3,1,5,9.94879547024067,12.512310244441634,0,0,0,1,0,3,22.5,B — Low Risk,0
LN002180,57,14676,33630,48,11.69,2,483,Business,Post-Graduate,Rented,5,42.8,67,Medical,880,6.0,0.191,0,0,1,2,4,9.594036921611199,10.423203539647567,4,0,0,1,0,3,47.2,C — Medium Risk,0
LN002181,63,48084,169012,12,26.15,1,675,Self-Employed,Post-Graduate,Rented,4,67.3,272,Business,16158,33.6,0.2929,1,3,1,2,0,10.780725557146582,12.037730914023706,2,0,0,1,0,2,47.0,C — Medium Risk,0
LN002182,24,20307,29901,84,11.21,1,654,Self-Employed,Post-Graduate,Own,3,36.3,109,Personal,515,2.54,0.1227,1,3,1,1,5,9.918770176067286,10.305680646773872,2,0,0,1,1,2,30.5,B — Low Risk,0
LN002183,32,66675,82855,72,22.15,4,549,Self-Employed,Post-Graduate,Family,4,99.2,103,Debt Consolidation,2089,3.13,0.1036,1,3,1,0,1,11.107600347062979,11.324859440268714,4,0,1,1,1,5,84.4,E — Very High Risk,1
LN002184,31,39851,14420,36,15.44,1,641,Salaried,Under-Graduate,Rented,4,43.8,69,Home Improvement,503,1.26,0.0302,0,2,3,2,3,10.592927871164747,9.57644075656207,3,0,0,1,0,2,28.2,B — Low Risk,0
LN002185,42,51714,60301,84,14.13,0,355,Salaried,Professional,Family,1,56.1,175,Education,1134,2.19,0.0972,0,2,2,0,2,10.853503153811904,11.007120549661101,4,0,0,1,1,1,7.1,A — Very Low Risk,0
LN002186,52,25769,247279,24,14.8,0,617,Self-Employed,Post-Graduate,Own,1,89.0,4,Vehicle,11966,46.44,0.7997,0,3,1,1,6,10.15696630364641,12.418276576805997,3,0,1,1,0,2,10.4,A — Very Low Risk,0
LN002187,37,29986,59673,36,16.0,2,790,Self-Employed,Under-Graduate,Rented,5,26.8,157,Debt Consolidation,2098,7.0,0.1658,0,3,3,2,1,10.308519233394938,10.996651693630511,0,0,0,1,0,3,69.5,E — Very High Risk,1
LN002188,27,51980,114586,72,13.59,0,808,Salaried,Professional,Rented,0,94.8,155,Education,2336,4.49,0.1837,0,2,2,2,2,10.858633546178956,11.649089638782819,0,0,1,0,1,1,5.4,A — Very Low Risk,0
LN002189,43,21705,366006,24,26.58,3,812,Freelancer,Post-Graduate,Own,5,94.4,171,Debt Consolidation,19826,91.34,1.4052,1,1,1,1,1,9.985343999005961,12.81040773788367,0,1,1,1,0,6,85.3,E — Very High Risk,1
LN002190,55,21354,38844,12,10.78,0,791,Salaried,Post-Graduate,Family,4,91.2,205,Medical,3429,16.06,0.1516,0,2,1,0,4,9.969041183275566,10.567334647384522,0,0,1,1,0,2,16.3,A — Very Low Risk,0
LN002191,24,19670,307954,24,18.08,0,712,Business,Graduate,Own,0,85.2,121,Vehicle,15386,78.22,1.3047,0,0,0,1,6,9.88690074893173,12.637708947385393,2,1,1,0,0,2,5.1,A — Very Low Risk,0
LN002192,55,58887,52334,60,16.68,4,402,Self-Employed,Post-Graduate,Rented,3,5.4,282,Wedding,1292,2.19,0.0741,0,3,1,2,7,10.983392613738541,10.865420642288985,4,0,0,1,0,4,38.5,C — Medium Risk,0
LN002193,44,12045,175423,60,23.86,0,390,Salaried,Graduate,Own,3,32.9,256,Medical,5032,41.78,1.2137,1,2,0,1,4,9.396487933603666,12.074961179662457,4,0,0,1,0,1,19.8,A — Very Low Risk,0
LN002194,54,37076,72230,72,22.66,0,401,Salaried,Post-Graduate,Rented,5,60.0,179,Debt Consolidation,1843,4.97,0.1623,0,2,1,2,1,10.520752110257845,11.187624595611938,4,0,0,1,1,1,51.3,D — High Risk,1
LN002195,62,23676,112577,84,15.6,3,653,Salaried,Graduate,Own,5,92.4,131,Medical,2210,9.33,0.3962,0,2,0,1,4,10.072259391783,11.63140159371543,2,0,1,1,1,5,69.2,E — Very High Risk,1
LN002196,56,17321,82663,84,24.73,2,538,Self-Employed,Under-Graduate,Rented,3,84.4,147,Business,2078,12.0,0.3977,0,3,3,2,0,9.75973264889099,11.32253947789419,4,0,1,1,1,4,30.5,B — Low Risk,0
LN002197,62,18261,128870,60,24.41,4,530,Salaried,Graduate,Family,4,68.0,177,Education,3738,20.47,0.5881,1,2,0,0,2,9.812577677176286,11.766567183010226,4,0,0,1,0,4,71.4,E — Very High Risk,1
LN002198,40,37730,19757,48,13.7,2,542,Salaried,Post-Graduate,Own,4,25.3,146,Medical,537,1.42,0.0436,1,2,1,1,4,10.538237316715266,9.89131375160442,4,0,0,1,0,3,52.7,D — High Risk,1
LN002199,51,20800,71015,84,19.42,2,785,Salaried,Post-Graduate,Own,1,80.7,224,Business,1552,7.46,0.2845,1,2,1,1,0,9.942756341456828,11.170660482748156,0,0,1,1,1,4,20.8,B — Low Risk,0
LN002200,23,27321,52727,36,19.9,4,802,Freelancer,Graduate,Own,0,45.4,244,Wedding,1957,7.16,0.1608,0,1,0,1,7,10.215447517447432,10.872901902732556,0,0,0,0,0,3,14.8,A — Very Low Risk,0
LN002201,49,58139,39268,60,18.54,0,522,Self-Employed,Post-Graduate,Own,1,41.2,88,Personal,1009,1.74,0.0563,0,3,1,1,5,10.970609174112868,10.578190682516476,4,0,0,1,0,1,4.4,A — Very Low Risk,0
LN002202,50,18273,35479,48,13.34,3,743,Self-Employed,Graduate,Rented,4,44.1,175,Home Improvement,958,5.24,0.1618,1,3,0,2,3,9.813234563558566,10.476724436423515,1,0,0,1,0,4,72.0,E — Very High Risk,1
LN002203,42,22633,276002,72,27.84,4,733,Salaried,Post-Graduate,Rented,5,65.9,101,Home Improvement,7923,35.01,1.0162,1,2,1,2,3,10.027208479525887,12.528167014205431,1,0,0,1,1,4,84.4,E — Very High Risk,1
LN002204,21,13427,47279,48,16.86,2,836,Self-Employed,Post-Graduate,Own,1,9.1,139,Debt Consolidation,1361,10.14,0.2934,0,3,1,1,1,9.505097358099926,10.76384265207998,0,0,0,1,0,3,12.5,A — Very Low Risk,0
LN002205,39,27555,95498,84,17.76,0,612,Business,Graduate,Rented,4,66.4,177,Medical,1994,7.24,0.2888,1,0,0,2,4,10.223975576713087,11.46687105520981,3,0,0,1,1,1,34.8,B — Low Risk,0
LN002206,61,53047,105757,60,24.67,2,551,Salaried,Under-Graduate,Family,0,22.9,64,Personal,3084,5.81,0.1661,0,2,3,0,5,10.878952443048703,11.568908744165402,3,0,0,0,0,2,5.6,A — Very Low Risk,0
LN002207,23,76019,40324,24,24.85,3,808,Freelancer,Graduate,Family,4,39.2,105,Education,2149,2.83,0.0442,0,1,0,0,2,11.23875174254324,10.60472690299341,0,0,0,1,0,4,66.0,E — Very High Risk,1
LN002208,22,27688,83756,48,9.55,2,778,Salaried,Post-Graduate,Own,5,77.6,246,Home Improvement,2106,7.61,0.2521,1,2,1,1,3,10.228790501392256,11.335675028284077,1,0,0,1,0,3,51.3,D — High Risk,1
LN002209,59,25287,52150,60,25.65,0,527,Salaried,Graduate,Rented,4,58.3,0,Home Improvement,1551,6.13,0.1719,0,2,0,2,3,10.138085253895454,10.86189863570049,4,0,0,1,0,1,30.2,B — Low Risk,0
LN002210,60,16666,107961,36,12.81,0,467,Business,Under-Graduate,Rented,0,75.4,182,Vehicle,3628,21.77,0.5398,0,0,3,2,6,9.721185995542177,11.589534592340119,4,0,0,0,0,0,3.7,A — Very Low Risk,0
LN002211,24,13251,26519,60,16.29,1,441,Salaried,Under-Graduate,Family,1,58.7,208,Home Improvement,649,4.9,0.1668,0,2,3,0,3,9.491903763419787,10.185654444299798,4,0,0,1,0,2,9.2,A — Very Low Risk,0
LN002212,25,37362,245163,12,14.28,1,509,Freelancer,Graduate,Rented,1,98.6,119,Wedding,22045,59.0,0.5468,0,1,0,2,7,10.528436188904791,12.409682653341912,4,1,1,1,0,4,13.4,A — Very Low Risk,0
LN002213,62,39601,61596,84,15.92,1,353,Salaried,Graduate,Own,3,3.7,186,Home Improvement,1221,3.08,0.1296,0,2,0,1,3,10.58663490101774,11.028368447036963,4,0,0,1,1,2,16.7,A — Very Low Risk,0
LN002214,53,23444,52408,84,24.24,3,311,Salaried,Under-Graduate,Rented,2,13.1,237,Debt Consolidation,1301,5.55,0.1863,0,2,3,2,1,10.062412531523687,10.866833611286,4,0,0,1,1,4,35.2,C — Medium Risk,0
LN002215,37,26160,135494,12,27.79,2,705,Salaried,Graduate,Family,3,1.6,190,Home Improvement,13062,49.93,0.4316,0,2,0,0,3,10.172025031140222,11.816690018252054,2,0,0,1,0,3,21.5,B — Low Risk,0
LN002216,58,49729,91191,48,11.8,1,541,Salaried,Professional,Rented,5,16.6,228,Home Improvement,2392,4.81,0.1528,1,2,2,2,3,10.814363651708785,11.420722452916614,4,0,0,1,0,2,47.5,C — Medium Risk,0
LN002217,37,32137,50020,60,16.63,1,533,Salaried,Graduate,Rented,5,10.2,167,Vehicle,1233,3.84,0.1297,1,2,0,2,6,10.377794409601698,10.820198196234971,4,0,0,1,0,2,56.7,D — High Risk,1
LN002218,37,25409,136297,24,14.7,2,698,Self-Employed,Under-Graduate,Own,0,13.2,50,Business,6589,25.93,0.447,0,3,3,1,0,10.142898076314209,11.82259894406266,2,0,0,0,0,2,5.4,A — Very Low Risk,0
LN002219,35,27809,62540,36,16.6,3,502,Business,Graduate,Rented,2,70.8,46,Home Improvement,2217,7.97,0.1874,1,0,0,2,3,10.23315094722801,11.043577620650547,4,0,0,1,0,4,40.4,C — Medium Risk,0
LN002220,32,27204,101301,12,16.14,4,847,Self-Employed,Post-Graduate,Family,5,3.3,268,Debt Consolidation,9198,33.81,0.3103,0,3,1,0,1,10.211156058920025,11.525861433378502,0,0,0,1,0,4,49.7,C — Medium Risk,0
LN002221,34,29015,188104,84,10.61,4,706,Salaried,Graduate,Rented,2,90.1,20,Business,3182,10.97,0.5402,1,2,0,2,0,10.275602680962738,12.144755596541366,2,0,1,1,1,5,49.1,C — Medium Risk,0
LN002222,41,21484,70245,84,9.6,0,534,Salaried,Graduate,Rented,0,43.1,198,Home Improvement,1152,5.36,0.2725,0,2,0,2,3,9.975110296209095,11.159758646073097,4,0,0,0,1,0,3.9,A — Very Low Risk,0
LN002223,41,45068,166944,60,13.97,1,322,Self-Employed,Graduate,Family,2,21.3,83,Business,3882,8.61,0.3087,0,3,0,0,0,10.715949927730533,12.025419695836765,4,0,0,1,0,2,18.9,A — Very Low Risk,0
LN002224,32,37080,54783,12,14.52,4,525,Salaried,Professional,Own,1,63.8,93,Medical,4932,13.3,0.1231,0,2,2,1,4,10.52085998803243,10.911153459501413,4,0,0,1,0,4,18.2,A — Very Low Risk,0
LN002225,29,31350,28301,36,27.68,2,415,Salaried,Graduate,Own,3,21.4,199,Business,1166,3.72,0.0752,0,2,0,1,0,10.353001443478973,10.250687752512317,4,0,0,1,0,3,26.2,B — Low Risk,0
LN002226,47,10208,96094,84,24.69,0,562,Self-Employed,Under-Graduate,Rented,1,9.4,264,Education,2413,23.64,0.7845,0,3,3,2,2,9.231024963169016,11.473092564468505,3,0,0,1,1,1,6.2,A — Very Low Risk,0
LN002227,47,48713,101966,84,18.21,2,648,Self-Employed,Under-Graduate,Own,3,59.9,70,Education,2156,4.43,0.1744,0,3,3,1,2,10.7937217420905,11.532404510507712,3,0,0,1,1,3,24.5,B — Low Risk,0
LN002228,64,28343,81719,24,15.2,3,824,Freelancer,Graduate,Own,2,55.3,62,Education,3970,14.01,0.2403,0,1,0,1,2,10.252170646545308,11.311054048931558,0,0,0,1,0,4,26.0,B — Low Risk,0
LN002229,41,44323,53746,12,19.9,0,553,Salaried,Post-Graduate,Own,4,98.9,170,Business,4976,11.23,0.101,1,2,1,1,0,10.699281570056216,10.892043130478765,3,0,1,1,0,2,32.2,B — Low Risk,0
LN002230,63,45686,132156,84,8.81,3,594,Self-Employed,Post-Graduate,Own,3,66.8,47,Personal,2114,4.63,0.2411,1,3,1,1,5,10.729569072519801,11.791745888739293,3,0,0,1,1,4,65.8,E — Very High Risk,1
LN002231,23,34477,106163,84,14.01,3,576,Freelancer,Professional,Own,4,34.7,191,Wedding,1990,5.77,0.2566,1,1,2,1,7,10.448076718454924,11.572740347271386,3,0,0,1,1,4,69.9,E — Very High Risk,1
LN002232,40,31723,154193,24,24.53,1,806,Salaried,Professional,Family,1,66.1,102,Education,8193,25.83,0.4051,0,2,2,0,2,10.36482877120321,11.945966828848496,0,0,0,1,0,2,5.4,A — Very Low Risk,0
LN002233,22,28192,77221,72,11.87,1,427,Freelancer,Professional,Own,3,91.7,15,Vehicle,1504,5.33,0.2283,0,1,2,1,6,10.246828999162442,11.254439669508727,4,0,1,1,1,3,21.1,B — Low Risk,0
LN002234,49,50419,164278,48,21.62,1,650,Self-Employed,Graduate,Rented,2,26.1,269,Business,5142,10.2,0.2715,1,3,0,2,0,10.828143200741911,12.009321480883719,3,0,0,1,0,2,20.5,B — Low Risk,0
LN002235,47,16113,50318,84,16.24,0,432,Salaried,Post-Graduate,Rented,2,60.7,237,Business,1006,6.24,0.2602,0,2,1,2,0,9.68744373833714,10.826138018362865,4,0,0,1,1,1,10.1,A — Very Low Risk,0
LN002236,46,88923,124585,24,25.24,4,692,Salaried,Graduate,Rented,5,16.5,253,Business,6664,7.49,0.1168,1,2,0,2,0,11.395537351321883,11.73275151947212,2,0,0,1,0,4,72.3,E — Very High Risk,1
LN002237,47,31345,15662,36,19.85,1,674,Self-Employed,Graduate,Rented,2,2.7,297,Medical,581,1.85,0.0416,0,3,0,2,4,10.352841946214014,9.659056522078663,2,0,0,1,0,2,14.8,A — Very Low Risk,0
LN002238,49,39462,522439,60,26.65,3,710,Freelancer,Graduate,Rented,4,86.3,118,Debt Consolidation,15844,40.15,1.1033,0,1,0,2,1,10.583118803042552,13.166265423691458,2,0,1,1,0,5,67.2,E — Very High Risk,1
LN002239,38,27561,123175,24,16.0,2,657,Business,Graduate,Own,0,5.3,47,Education,6031,21.88,0.3724,0,0,0,1,2,10.22419329143509,11.721369505909754,2,0,0,0,0,2,5.8,A — Very Low Risk,0
LN002240,35,18635,90657,60,12.81,0,795,Business,Post-Graduate,Rented,2,92.4,252,Education,2054,11.02,0.4054,0,0,1,2,2,9.832850472936688,11.414849463805885,0,0,1,1,0,2,10.2,A — Very Low Risk,0
LN002241,61,28672,74709,24,9.27,2,655,Self-Employed,Graduate,Family,1,67.6,146,Medical,3422,11.93,0.2171,0,3,0,0,4,10.263711192398603,11.221369230969847,2,0,0,1,0,3,12.9,A — Very Low Risk,0
LN002242,29,29306,107176,36,14.74,0,670,Business,Graduate,Family,1,37.4,77,Business,3702,12.63,0.3048,1,0,0,0,0,10.285581674321053,11.58223695236041,2,0,0,1,0,1,10.2,A — Very Low Risk,0
LN002243,31,27535,51161,84,12.28,0,625,Business,Under-Graduate,Rented,5,12.7,56,Debt Consolidation,911,3.31,0.1548,1,0,3,2,1,10.22324951845132,10.842752347970105,3,0,0,1,1,1,72.5,E — Very High Risk,1
LN002244,46,42986,113150,48,21.26,0,343,Self-Employed,Graduate,Family,5,77.7,235,Education,3520,8.19,0.2194,0,3,0,0,2,10.668653023384712,11.636478488848525,4,0,0,1,0,1,35.2,C — Medium Risk,0
LN002245,55,24616,378354,48,21.16,1,780,Self-Employed,Under-Graduate,Rented,5,85.8,196,Personal,11749,47.73,1.2809,1,3,3,2,5,10.111192540161147,12.843588187312207,1,0,1,1,0,3,73.6,E — Very High Risk,1
LN002246,51,19934,11324,84,11.03,3,452,Freelancer,Under-Graduate,Rented,5,66.8,133,Vehicle,194,0.97,0.0473,1,1,3,2,6,9.900232259815455,9.334767950351235,4,0,0,1,1,4,65.4,E — Very High Risk,1
LN002247,64,35239,134921,60,27.7,1,615,Business,Graduate,Own,1,45.1,95,Vehicle,4176,11.85,0.3191,0,0,0,1,6,10.469937080050116,11.812452112664888,3,0,0,1,0,2,11.1,A — Very Low Risk,0
LN002248,57,12420,104192,84,22.0,1,307,Salaried,Under-Graduate,Own,2,8.4,94,Personal,2441,19.65,0.6991,1,2,3,1,5,9.427143867544194,11.554000227541948,4,0,0,1,1,2,24.7,B — Low Risk,0
LN002249,28,22672,157080,12,23.67,4,480,Salaried,Graduate,Rented,2,61.7,45,Wedding,14828,65.4,0.5774,0,2,0,2,7,10.028930068226643,11.96451687485452,4,1,0,1,0,5,42.6,C — Medium Risk,0
LN002250,39,27872,160829,48,25.9,0,676,Freelancer,Professional,Rented,5,69.0,140,Personal,5414,19.42,0.4809,1,1,2,2,5,10.235413757309422,11.988103185489694,2,0,0,1,0,1,35.8,C — Medium Risk,0
LN002251,44,26313,62184,72,13.8,3,817,Self-Employed,Graduate,Rented,2,13.7,75,Debt Consolidation,1275,4.85,0.1969,1,3,0,2,1,10.177856395925783,11.037869092087842,0,0,0,1,1,4,40.7,C — Medium Risk,0
LN002252,52,23034,80604,36,10.88,2,819,Salaried,Graduate,Own,4,76.1,264,Personal,2634,11.44,0.2916,0,2,0,1,5,10.044770077370018,11.2973159613101,0,0,0,1,0,3,43.8,C — Medium Risk,0
LN002253,38,36369,154827,36,26.74,0,711,Salaried,Post-Graduate,Rented,2,72.4,110,Wedding,6299,17.32,0.3548,0,2,1,2,7,10.501499537981035,11.950070102334182,2,0,0,1,0,1,8.5,A — Very Low Risk,0
LN002254,37,25094,145337,48,14.49,1,826,Salaried,Post-Graduate,Family,5,47.9,52,Vehicle,4007,15.97,0.4826,1,2,1,0,6,10.130423902089033,11.886817343239287,0,0,0,1,0,2,49.4,C — Medium Risk,0
LN002255,47,40016,221811,60,10.28,0,637,Salaried,Post-Graduate,Family,0,56.6,55,Personal,4743,11.85,0.4619,0,2,1,0,5,10.597059642809153,12.309585455230211,3,0,0,0,0,0,5.0,A — Very Low Risk,0
LN002256,60,47112,125158,12,16.51,1,614,Salaried,Under-Graduate,Rented,1,80.4,142,Education,11386,24.17,0.2214,0,2,3,2,2,10.760304250413741,11.737340207977809,3,0,1,1,0,3,11.3,A — Very Low Risk,0
LN002257,45,15764,68447,48,25.46,1,793,Salaried,Post-Graduate,Own,0,17.8,219,Debt Consolidation,2287,14.51,0.3618,0,2,1,1,1,9.665547571979161,11.133829611882133,0,0,0,0,0,1,4.9,A — Very Low Risk,0
LN002258,59,15363,35732,84,27.68,3,364,Salaried,Graduate,Own,5,80.9,44,Personal,967,6.29,0.1938,1,2,0,1,5,9.639782389465795,10.48382991054901,4,0,1,1,1,5,70.8,E — Very High Risk,1
LN002259,29,15812,319314,24,12.52,4,838,Self-Employed,Graduate,Rented,0,5.6,204,Medical,15109,95.55,1.6829,0,3,0,2,4,9.668587665523317,12.673933355363312,0,1,0,0,0,4,26.5,B — Low Risk,0
LN002260,50,26319,65716,84,25.35,4,408,Salaried,Graduate,Own,5,90.2,209,Wedding,1678,6.38,0.2081,1,2,0,1,7,10.178084385439254,11.093112922904789,4,0,1,1,1,5,80.7,E — Very High Risk,1
LN002261,45,12476,83098,24,10.87,3,617,Salaried,Graduate,Rented,0,89.1,178,Medical,3868,31.0,0.5551,0,2,0,2,4,9.431642228411022,11.32778794707679,3,0,1,0,0,4,10.2,A — Very Low Risk,0
LN002262,34,38147,82060,72,25.2,3,816,Freelancer,Under-Graduate,Own,1,78.4,92,Education,2221,5.82,0.1793,0,1,3,1,2,10.549228610698803,11.31521815212714,0,0,0,1,1,4,24.0,B — Low Risk,0
LN002263,26,24855,76613,72,12.5,3,760,Salaried,Graduate,Own,4,69.6,156,Education,1518,6.11,0.2569,1,2,0,1,2,10.120854451072884,11.246535106652736,1,0,0,1,1,4,64.2,D — High Risk,1
LN002264,63,15721,58215,12,14.19,3,731,Business,Post-Graduate,Rented,3,89.0,26,Medical,5232,33.28,0.3086,1,0,1,2,4,9.662816284353703,10.971915510026923,1,0,1,1,0,5,62.2,D — High Risk,1
LN002265,47,14106,71576,84,8.76,1,407,Self-Employed,Professional,Own,1,49.2,289,Wedding,1143,8.1,0.4228,0,3,2,1,7,9.554426407074502,11.178529072293355,4,0,0,1,1,2,7.4,A — Very Low Risk,0
LN002266,49,15134,32974,60,22.03,1,349,Salaried,Post-Graduate,Rented,4,57.3,78,Wedding,911,6.02,0.1816,1,2,1,2,7,9.624765221455819,10.403504977585515,4,0,0,1,0,2,36.5,C — Medium Risk,0
LN002267,31,40500,172118,72,27.01,4,815,Freelancer,Graduate,Rented,3,59.9,206,Wedding,4851,11.98,0.3542,1,1,0,2,7,10.609081944147828,12.05594137703559,0,0,0,1,1,4,58.3,D — High Risk,1
