loan_id,age,income_monthly,loan_amount,loan_tenure_m,interest_rate,existing_loans,credit_score,employment_type,education,residence_type,delinquency_30d,utilisation_pct,months_employed,loan_purpose,emi,foir_pct,ltv_proxy,default
LN002357,26,7063,100100,36,25.39,1,472,Freelancer,Graduate,Own,0,43.0,251,Wedding,4001,56.65,1.181,0
LN002358,54,39280,217422,24,9.62,2,739,Freelancer,Post-Graduate,Rented,1,94.2,144,Personal,9995,25.45,0.4613,0
LN002359,57,39787,190810,48,13.16,2,563,Salaried,Graduate,Rented,4,59.9,258,Education,5134,12.9,0.3996,0
LN002360,28,84695,57732,36,17.58,4,355,Salaried,Under-Graduate,Rented,4,39.5,205,Business,2075,2.45,0.0568,1
LN002361,36,16483,927918,60,25.29,4,509,Salaried,Post-Graduate,Own,5,3.2,179,Wedding,27394,166.2,4.6913,1
LN002362,33,40093,154931,84,14.59,0,695,Self-Employed,Post-Graduate,Family,3,87.4,291,Education,2954,7.37,0.322,0
LN002363,52,30842,50634,84,12.18,1,421,Self-Employed,Graduate,Rented,5,23.2,159,Education,899,2.91,0.1368,0
LN002364,45,9839,152006,24,18.9,0,669,Salaried,Graduate,Rented,0,11.8,124,Vehicle,7655,77.8,1.2874,0
LN002365,25,54968,122728,36,13.43,4,483,Self-Employed,Post-Graduate,Family,2,3.9,274,Business,4161,7.57,0.1861,0
LN002366,46,52637,119971,36,27.02,3,837,Self-Employed,Post-Graduate,Family,5,38.8,95,Vehicle,4899,9.31,0.1899,1
LN002367,54,14284,97281,36,11.91,1,484,Salaried,Graduate,Family,2,3.6,170,Home Improvement,3227,22.59,0.5675,0
LN002368,48,24413,1346734,12,23.37,0,440,Salaried,Graduate,Rented,4,59.0,189,Vehicle,126936,519.95,4.5971,0
LN002369,44,19921,136778,60,23.63,3,378,Self-Employed,Post-Graduate,Rented,4,38.3,159,Home Improvement,3906,19.61,0.5722,1
LN002370,35,28888,69968,48,27.04,3,342,Salaried,Graduate,Rented,1,54.2,119,Debt Consolidation,2400,8.31,0.2018,0
LN002371,47,16671,75411,12,24.86,1,544,Self-Employed,Graduate,Rented,3,25.2,102,Wedding,7162,42.96,0.377,1
LN002372,59,6297,130836,48,19.73,2,584,Salaried,Under-Graduate,Rented,2,42.3,35,Medical,3963,62.93,1.7315,1
LN002373,62,16711,87273,36,18.32,0,463,Salaried,Graduate,Rented,0,53.1,253,Personal,3169,18.96,0.4352,0
LN002374,24,31994,46926,72,25.74,2,719,Salaried,Post-Graduate,Rented,4,65.4,206,Vehicle,1285,4.02,0.1222,0
LN002375,35,17947,136550,12,27.6,2,333,Business,Under-Graduate,Family,5,20.7,212,Wedding,13151,73.28,0.634,0
LN002376,51,15215,30661,24,26.12,2,347,Salaried,Post-Graduate,Own,2,81.5,256,Debt Consolidation,1654,10.87,0.1679,0
LN002377,23,62428,126154,72,10.62,1,606,Salaried,Under-Graduate,Rented,3,15.3,99,Home Improvement,2377,3.81,0.1684,1
LN002378,42,15441,91553,72,9.88,3,523,Self-Employed,Graduate,Rented,1,0.4,217,Personal,1691,10.95,0.4941,0
LN002379,45,13926,96608,12,15.69,1,397,Self-Employed,Post-Graduate,Rented,4,19.6,183,Home Improvement,8751,62.84,0.5781,1
LN002380,52,15742,175435,48,20.56,1,493,Salaried,Post-Graduate,Own,2,67.7,234,Business,5391,34.25,0.9287,0
LN002381,23,72836,91375,84,13.23,2,586,Business,Graduate,Own,3,84.2,12,Business,1674,2.3,0.1045,0
LN002382,38,42777,128772,24,26.74,2,682,Freelancer,Post-Graduate,Rented,4,42.8,100,Business,6986,16.33,0.2509,1
LN002383,44,29936,44722,24,26.84,0,829,Salaried,Post-Graduate,Own,0,90.5,253,Home Improvement,2428,8.11,0.1245,1
LN002384,35,19508,120363,36,23.56,4,638,Business,Graduate,Rented,3,35.1,121,Education,4694,24.06,0.5142,1
LN002385,49,16635,72305,12,19.5,4,390,Self-Employed,Post-Graduate,Own,3,70.3,16,Education,6681,40.16,0.3622,1
LN002386,28,79441,26500,60,11.78,1,474,Salaried,Graduate,Own,5,58.7,236,Education,587,0.74,0.0278,1
LN002387,32,61520,148446,24,9.87,4,308,Self-Employed,Professional,Own,5,38.9,19,Education,6841,11.12,0.2011,1
LN002388,21,34231,111216,84,20.48,4,472,Business,Professional,Family,2,13.1,46,Medical,2502,7.31,0.2707,0
LN002389,32,56748,179143,72,23.74,4,842,Salaried,Post-Graduate,Own,3,61.7,231,Home Improvement,4688,8.26,0.2631,0
LN002390,25,23070,35348,72,17.63,1,354,Salaried,Under-Graduate,Rented,4,83.7,290,Personal,799,3.46,0.1277,0
LN002391,55,18866,18127,48,20.28,2,547,Salaried,Professional,Rented,5,22.3,59,Home Improvement,554,2.94,0.0801,0
LN002392,21,16578,144096,60,14.47,3,388,Business,Graduate,Own,2,59.9,55,Debt Consolidation,3388,20.44,0.7243,0
LN002393,36,30574,142652,12,16.48,0,490,Salaried,Graduate,Own,0,89.9,207,Business,12975,42.44,0.3888,0
LN002394,45,24163,32628,48,21.0,4,626,Self-Employed,Graduate,Rented,4,80.4,214,Personal,1010,4.18,0.1125,1
LN002395,41,119169,142307,12,22.69,0,728,Business,Professional,Rented,0,45.5,290,Personal,13366,11.22,0.0995,0
LN002396,34,29352,16767,60,9.75,1,607,Self-Employed,Post-Graduate,Rented,1,13.7,219,Debt Consolidation,354,1.21,0.0476,0
LN002397,64,36356,43586,84,11.6,4,338,Freelancer,Post-Graduate,Rented,2,61.3,271,Wedding,760,2.09,0.0999,0
LN002398,42,17237,170419,48,27.27,1,761,Self-Employed,Graduate,Rented,0,26.9,115,Education,5868,34.04,0.8239,0
LN002399,59,45362,53384,12,15.41,0,686,Self-Employed,Professional,Own,4,70.8,139,Personal,4829,10.65,0.0981,0
LN002400,31,41486,401604,36,22.2,2,752,Salaried,Graduate,Rented,5,22.3,276,Vehicle,15379,37.07,0.8067,1
LN002401,64,44656,118809,12,9.52,0,616,Salaried,Graduate,Rented,3,27.0,143,Medical,10419,23.33,0.2217,0
LN002402,62,19244,68518,60,10.65,2,602,Salaried,Post-Graduate,Own,1,96.9,296,Medical,1478,7.68,0.2967,0
LN002403,22,31533,213888,60,26.44,1,726,Salaried,Post-Graduate,Rented,3,40.0,123,Home Improvement,6460,20.49,0.5652,0
LN002404,57,20295,362850,12,25.14,3,620,Freelancer,Post-Graduate,Own,0,47.6,96,Business,34511,170.05,1.4899,0
LN002405,63,24132,276742,48,9.24,2,530,Salaried,Post-Graduate,Rented,3,33.6,265,Business,6918,28.67,0.9557,0
LN002406,25,79569,23072,24,21.92,4,373,Self-Employed,Post-Graduate,Family,2,89.1,28,Debt Consolidation,1196,1.5,0.0242,0
LN002407,41,34261,73339,72,24.5,3,436,Self-Employed,Professional,Rented,0,7.8,254,Vehicle,1953,5.7,0.1784,0
LN002408,31,24612,51866,24,15.39,0,429,Salaried,Under-Graduate,Rented,5,38.5,253,Education,2524,10.26,0.1756,0
LN002409,27,24424,392261,36,26.05,1,451,Salaried,Graduate,Rented,3,24.7,9,Personal,15815,64.75,1.3384,1
LN002410,40,35791,137580,72,13.75,0,597,Salaried,Under-Graduate,Rented,2,58.6,221,Home Improvement,2817,7.87,0.3203,0
LN002411,29,42800,30589,60,11.09,1,811,Salaried,Under-Graduate,Own,0,71.3,284,Home Improvement,666,1.56,0.0596,0
LN002412,35,38963,90346,60,14.37,0,353,Self-Employed,Post-Graduate,Rented,4,48.3,161,Debt Consolidation,2120,5.44,0.1932,1
LN002413,59,13210,64017,48,19.92,1,586,Salaried,Under-Graduate,Own,1,18.6,258,Vehicle,1945,14.72,0.4038,0
LN002414,43,14351,29810,72,11.01,0,355,Self-Employed,Professional,Own,3,53.5,168,Home Improvement,568,3.96,0.1731,0
LN002415,40,105681,61206,12,26.76,4,711,Salaried,Post-Graduate,Family,4,42.4,176,Wedding,5870,5.55,0.0483,0
LN002416,51,8058,198632,24,20.68,3,826,Freelancer,Graduate,Own,0,39.6,71,Business,10176,126.28,2.0542,0
LN002417,52,72373,386510,48,13.06,1,388,Salaried,Graduate,Rented,1,55.5,244,Personal,10381,14.34,0.445,0
LN002418,63,28845,247640,60,16.67,3,572,Salaried,Graduate,Family,2,73.8,215,Medical,6111,21.19,0.7154,0
LN002419,30,54605,87395,60,18.43,4,729,Salaried,Professional,Rented,2,61.1,211,Medical,2240,4.1,0.1334,1
LN002420,47,21363,112763,48,25.76,0,761,Salaried,Post-Graduate,Rented,1,23.8,80,Education,3787,17.73,0.4399,0
LN002421,48,69374,61876,84,18.06,2,574,Salaried,Graduate,Family,4,93.7,268,Personal,1303,1.88,0.0743,0
LN002422,23,32516,84290,24,24.7,2,609,Salaried,Graduate,Own,0,81.2,30,Medical,4486,13.8,0.216,0
LN002423,42,30105,227337,36,24.32,3,798,Self-Employed,Graduate,Rented,3,15.8,110,Wedding,8957,29.75,0.6293,1
LN002424,37,9506,17531,84,9.48,4,405,Self-Employed,Under-Graduate,Rented,2,18.3,76,Medical,286,3.01,0.1537,0
LN002425,54,29552,64872,48,16.01,3,326,Business,Graduate,Own,0,89.9,190,Wedding,1839,6.22,0.1829,0
LN002426,36,19180,362598,60,12.33,0,510,Self-Employed,Under-Graduate,Rented,4,68.1,269,Business,8126,42.37,1.5754,1
LN002427,33,26074,96794,60,23.99,2,366,Self-Employed,Under-Graduate,Rented,0,48.5,217,Medical,2784,10.68,0.3094,0
LN002428,50,34849,25332,12,16.31,0,545,Self-Employed,Post-Graduate,Family,4,54.3,137,Medical,2302,6.61,0.0606,1
LN002429,45,18450,136885,84,27.76,0,702,Salaried,Professional,Family,5,11.8,140,Wedding,3710,20.11,0.6183,0
LN002430,27,24206,72691,60,14.58,2,712,Salaried,Professional,Rented,4,24.5,259,Wedding,1713,7.08,0.2503,1
LN002431,57,14783,25049,84,20.03,2,308,Business,Post-Graduate,Own,3,45.0,241,Education,557,3.77,0.1412,0
LN002432,22,20442,51615,72,23.47,4,441,Salaried,Graduate,Rented,2,16.8,116,Medical,1342,6.56,0.2104,1
LN002433,45,25903,104800,60,20.52,4,701,Freelancer,Graduate,Family,5,5.3,208,Education,2807,10.84,0.3372,1
LN002434,47,11478,100548,60,18.3,1,596,Salaried,Graduate,Own,4,44.3,138,Wedding,2570,22.39,0.73,1
LN002435,48,8330,71026,12,11.3,0,556,Freelancer,Post-Graduate,Rented,4,18.8,3,Medical,6287,75.47,0.7105,0
LN002436,37,18164,108846,36,11.05,3,461,Salaried,Post-Graduate,Rented,2,99.4,64,Wedding,3566,19.63,0.4994,0
LN002437,45,37298,168381,84,15.51,0,598,Salaried,Graduate,Family,2,65.4,99,Home Improvement,3298,8.84,0.3762,0
LN002438,49,20995,174809,72,16.41,3,658,Business,Graduate,Own,3,92.2,43,Debt Consolidation,3831,18.25,0.6939,1
LN002439,62,22011,83992,48,19.21,4,721,Salaried,Graduate,Rented,2,35.9,171,Medical,2521,11.45,0.318,0
LN002440,55,33613,109482,12,23.49,2,782,Self-Employed,Under-Graduate,Own,0,33.5,27,Medical,10326,30.72,0.2714,0
LN002441,57,24555,199659,24,21.41,3,824,Salaried,Professional,Rented,5,67.9,19,Wedding,10300,41.95,0.6776,1
LN002442,38,14716,108409,48,15.47,3,338,Self-Employed,Graduate,Rented,2,2.1,42,Education,3043,20.68,0.6139,0
LN002443,64,29689,464865,60,23.15,1,636,Salaried,Graduate,Rented,5,14.7,258,Personal,13145,44.28,1.3048,0
LN002444,59,22527,111414,84,26.76,1,473,Self-Employed,Post-Graduate,Rented,0,99.3,296,Home Improvement,2947,13.08,0.4121,0
LN002445,43,37381,84360,48,27.1,4,725,Self-Employed,Graduate,Family,3,67.0,285,Wedding,2897,7.75,0.1881,1
LN002446,62,24626,145976,72,25.33,1,678,Business,Post-Graduate,Rented,0,55.6,199,Home Improvement,3962,16.09,0.494,0
LN002447,40,23834,57347,84,20.66,2,617,Business,Graduate,Own,4,79.9,35,Home Improvement,1296,5.44,0.2005,1
LN002448,46,26226,73228,36,18.95,0,315,Salaried,Post-Graduate,Rented,3,0.0,95,Wedding,2682,10.23,0.2327,0
LN002449,24,31659,20338,72,13.32,4,627,Salaried,Under-Graduate,Rented,0,38.0,294,Vehicle,412,1.3,0.0535,0
LN002450,49,34541,243661,36,12.05,4,331,Salaried,Post-Graduate,Own,2,56.8,89,Education,8099,23.45,0.5879,0
LN002451,36,39506,74725,48,21.85,1,491,Salaried,Graduate,Own,5,77.4,101,Vehicle,2348,5.94,0.1576,1
LN002452,44,29085,179376,60,22.57,2,676,Self-Employed,Professional,Family,5,60.8,239,Personal,5012,17.23,0.5139,1
LN002453,32,15489,52104,60,9.41,4,506,Self-Employed,Graduate,Rented,4,95.5,170,Business,1092,7.05,0.2803,0
LN002454,24,26791,24130,60,16.8,2,835,Freelancer,Graduate,Family,0,17.2,106,Home Improvement,597,2.23,0.0751,0
LN002455,37,36590,67127,72,9.36,4,581,Salaried,Professional,Family,1,6.0,296,Education,1222,3.34,0.1529,0
LN002456,59,31191,39908,84,16.68,1,454,Salaried,Post-Graduate,Family,2,99.0,13,Medical,808,2.59,0.1066,0
LN002457,63,31932,148373,60,27.05,3,649,Salaried,Graduate,Family,5,71.0,8,Business,4535,14.2,0.3872,0
LN002458,45,10989,203187,12,25.07,1,316,Self-Employed,Graduate,Rented,5,86.6,46,Home Improvement,19319,175.8,1.5408,1
LN002459,36,21430,55517,24,14.24,4,730,Salaried,Graduate,Rented,1,24.0,298,Home Improvement,2672,12.47,0.2159,1
LN002460,32,9676,55603,48,25.3,0,594,Self-Employed,Graduate,Rented,1,72.0,268,Business,1853,19.15,0.4789,0
LN002461,50,90446,308095,84,17.44,3,546,Salaried,Post-Graduate,Rented,1,97.7,110,Debt Consolidation,6375,7.05,0.2839,0
LN002462,43,36332,107402,12,22.72,4,739,Salaried,Graduate,Rented,5,71.2,120,Wedding,10089,27.77,0.2463,1
LN002463,54,45129,137466,36,21.22,3,354,Business,Post-Graduate,Family,5,58.8,88,Wedding,5195,11.51,0.2538,1
LN002464,62,35976,80700,84,11.62,4,447,Self-Employed,Graduate,Family,3,19.1,71,Wedding,1408,3.91,0.1869,0
LN002465,22,12294,62083,48,23.88,2,708,Self-Employed,Under-Graduate,Rented,1,73.2,53,Wedding,2020,16.43,0.4208,0
LN002466,43,33155,151816,72,27.0,0,464,Salaried,Graduate,Family,0,57.0,122,Personal,4278,12.9,0.3816,0
LN002467,22,24261,258381,72,23.48,0,621,Business,Post-Graduate,Rented,3,63.2,131,Home Improvement,6721,27.7,0.8875,0
LN002468,46,14907,61347,84,15.41,1,662,Business,Graduate,Rented,3,61.8,30,Home Improvement,1198,8.04,0.3429,0
LN002469,60,17848,52760,72,19.82,2,825,Self-Employed,Professional,Rented,4,36.4,39,Home Improvement,1258,7.05,0.2463,1
LN002470,54,65495,63437,36,21.35,4,723,Salaried,Graduate,Rented,1,94.6,80,Vehicle,2401,3.67,0.0807,0
LN002471,38,23178,100117,60,24.41,2,419,Salaried,Graduate,Rented,4,93.4,51,Business,2904,12.53,0.36,0
LN002472,25,27244,34785,12,11.21,1,560,Self-Employed,Under-Graduate,Rented,3,14.6,180,Debt Consolidation,3078,11.3,0.1064,1
LN002473,57,43674,33102,24,26.62,1,498,Salaried,Graduate,Own,4,97.8,269,Debt Consolidation,1794,4.11,0.0632,0
LN002474,64,36411,81771,84,8.79,4,463,Salaried,Post-Graduate,Rented,1,5.8,114,Wedding,1307,3.59,0.1871,1
LN002475,33,34614,82840,84,15.98,3,679,Freelancer,Post-Graduate,Own,1,11.6,30,Medical,1644,4.75,0.1994,0
LN002476,52,27026,87301,36,19.31,0,805,Business,Post-Graduate,Rented,2,55.6,1,Medical,3214,11.89,0.2692,0
LN002477,29,75467,99784,24,16.0,4,325,Business,Graduate,Rented,1,97.3,92,Education,4886,6.47,0.1102,1
LN002478,61,28029,77868,24,24.15,2,702,Self-Employed,Professional,Rented,5,14.9,93,Personal,4123,14.71,0.2315,1
LN002479,27,19376,59625,12,17.78,1,496,Salaried,Graduate,Own,2,92.6,114,Vehicle,5460,28.18,0.2564,0
LN002480,47,21814,112236,48,15.72,1,737,Business,Graduate,Own,5,68.2,93,Personal,3165,14.51,0.4288,1
LN002481,45,31814,91351,48,17.08,1,523,Freelancer,Under-Graduate,Rented,4,4.1,132,Home Improvement,2640,8.3,0.2393,1
LN002482,55,36186,167068,60,15.18,1,359,Salaried,Graduate,Own,1,95.2,169,Wedding,3990,11.03,0.3847,0
LN002483,56,21319,241739,60,15.5,4,561,Self-Employed,Post-Graduate,Family,2,7.9,81,Medical,5815,27.28,0.9449,0
LN002484,48,29595,170354,60,24.17,2,743,Salaried,Graduate,Rented,3,85.3,192,Home Improvement,4918,16.62,0.4797,1
LN002485,45,23873,92377,12,27.57,3,415,Business,Under-Graduate,Rented,1,40.9,157,Medical,8896,37.26,0.3225,1
LN002486,63,11625,51019,12,24.21,0,423,Self-Employed,Post-Graduate,Rented,4,21.4,171,Personal,4830,41.55,0.3657,0
LN002487,31,12817,189159,60,18.13,3,766,Freelancer,Graduate,Rented,0,6.4,62,Education,4817,37.58,1.2299,0
LN002488,46,81485,65624,60,9.69,3,753,Self-Employed,Graduate,Own,2,55.8,131,Vehicle,1384,1.7,0.0671,0
LN002489,38,52512,45282,24,15.78,0,357,Salaried,Post-Graduate,Rented,2,3.5,274,Medical,2212,4.21,0.0719,0
LN002490,35,20227,32833,84,15.6,1,822,Freelancer,Professional,Own,5,89.5,66,Vehicle,645,3.19,0.1353,1
LN002491,57,21689,108947,24,20.49,3,542,Self-Employed,Post-Graduate,Rented,0,4.3,71,Education,5571,25.69,0.4186,0
LN002492,54,37008,72237,24,13.1,3,545,Business,Post-Graduate,Rented,1,25.4,222,Medical,3438,9.29,0.1627,0
LN002493,64,46817,92422,72,21.26,1,323,Freelancer,Post-Graduate,Rented,3,73.9,206,Vehicle,2282,4.87,0.1645,0
LN002494,58,31737,110546,72,13.88,4,834,Self-Employed,Under-Graduate,Rented,2,57.9,89,Home Improvement,2271,7.16,0.2903,0
LN002495,36,25936,69093,72,10.52,1,430,Salaried,Post-Graduate,Family,0,38.5,150,Business,1298,5.0,0.222,0
LN002496,42,10179,84894,84,23.24,3,414,Salaried,Graduate,Family,0,39.2,116,Home Improvement,2054,20.18,0.695,0
LN002497,53,24156,227530,36,27.31,2,413,Salaried,Post-Graduate,Family,4,66.5,23,Debt Consolidation,9327,38.61,0.7849,1
LN002498,55,58982,74971,12,16.31,4,635,Salaried,Graduate,Own,5,44.4,108,Medical,6813,11.55,0.1059,0
LN002499,56,30280,101597,48,17.1,4,419,Self-Employed,Under-Graduate,Own,1,4.3,74,Wedding,2937,9.7,0.2796,0
LN002500,53,27432,30976,36,13.49,1,779,Salaried,Graduate,Own,3,17.3,198,Vehicle,1051,3.83,0.0941,0
LN002501,51,65625,109353,72,10.93,1,544,Business,Graduate,Own,5,99.1,45,Home Improvement,2078,3.17,0.1389,1
LN002502,56,52529,175647,48,26.71,0,391,Self-Employed,Graduate,Family,2,76.7,33,Home Improvement,5993,11.41,0.2787,0
LN002503,48,11177,127992,36,18.19,4,646,Self-Employed,Post-Graduate,Rented,4,23.4,62,Education,4639,41.5,0.9543,0
LN002504,47,27671,162349,24,23.01,4,440,Salaried,Graduate,Rented,1,26.3,12,Vehicle,8504,30.73,0.4889,1
LN002505,35,22852,62462,24,9.63,3,798,Salaried,Graduate,Own,2,66.7,126,Vehicle,2872,12.57,0.2278,0
LN002506,39,44959,33784,24,14.61,0,452,Self-Employed,Professional,Rented,3,60.4,87,Debt Consolidation,1632,3.63,0.0626,0
LN002507,58,12643,160843,48,27.59,4,457,Self-Employed,Graduate,Own,3,39.4,231,Vehicle,5568,44.04,1.0602,0
LN002508,60,32529,46913,12,23.11,2,377,Salaried,Post-Graduate,Own,0,34.3,93,Medical,4416,13.58,0.1202,0
LN002509,64,12247,96041,12,10.08,2,495,Self-Employed,Graduate,Own,4,34.2,17,Personal,8447,68.97,0.6535,1
LN002510,55,26748,288513,24,20.45,3,353,Salaried,Professional,Rented,1,36.9,7,Education,14748,55.14,0.8989,1
LN002511,59,34091,98311,60,26.17,0,509,Business,Professional,Rented,2,63.5,62,Debt Consolidation,2953,8.66,0.2403,1
LN002512,62,22840,227018,12,12.8,4,339,Business,Graduate,Family,2,34.3,244,Education,20255,88.68,0.8283,1
LN002513,34,28474,9519,36,15.65,2,553,Salaried,Professional,Own,1,89.1,87,Personal,333,1.17,0.0279,0
LN002514,44,45568,98330,24,26.36,2,701,Salaried,Post-Graduate,Family,0,74.3,140,Business,5315,11.66,0.1798,1
LN002515,38,29319,155940,24,18.45,4,496,Self-Employed,Post-Graduate,Rented,5,98.4,183,Wedding,7819,26.67,0.4432,1
LN002516,33,14890,446153,12,22.89,3,787,Salaried,Under-Graduate,Family,3,58.1,158,Debt Consolidation,41949,281.73,2.4969,0
LN002517,47,14233,125419,60,27.58,4,399,Self-Employed,Post-Graduate,Own,4,26.1,246,Debt Consolidation,3873,27.21,0.7343,0
LN002518,45,21852,51447,24,14.88,2,493,Salaried,Under-Graduate,Rented,5,48.6,107,Wedding,2492,11.4,0.1962,0
LN002519,24,39712,66550,36,11.39,2,650,Salaried,Under-Graduate,Family,0,43.2,150,Wedding,2191,5.52,0.1397,0
LN002520,49,23917,176689,48,19.79,3,609,Salaried,Graduate,Rented,2,98.5,58,Home Improvement,5357,22.4,0.6156,0
LN002521,41,18930,89615,72,18.09,2,480,Salaried,Professional,Family,5,44.6,133,Wedding,2048,10.82,0.3945,1
LN002522,29,25782,132539,84,11.99,4,744,Salaried,Professional,Own,5,99.1,7,Education,2339,9.07,0.4284,1
LN002523,27,33725,93979,72,24.45,4,669,Salaried,Professional,Rented,1,19.9,111,Education,2500,7.41,0.2322,0
LN002524,39,20486,41216,72,24.01,0,527,Freelancer,Under-Graduate,Own,0,77.2,237,Vehicle,1085,5.3,0.1677,0
LN002525,28,31183,140309,60,16.53,2,634,Salaried,Graduate,Family,5,71.7,279,Personal,3452,11.07,0.375,1
LN002526,25,47083,253837,12,22.07,0,371,Salaried,Post-Graduate,Rented,5,14.3,15,Home Improvement,23766,50.48,0.4493,0
LN002527,55,49424,216674,60,12.42,4,777,Salaried,Graduate,Rented,4,24.5,36,Education,4866,9.85,0.3653,0
LN002528,59,33039,73546,36,12.42,3,345,Self-Employed,Graduate,Rented,0,31.8,236,Medical,2458,7.44,0.1855,1
LN002529,59,34709,59320,36,16.05,0,737,Salaried,Under-Graduate,Rented,0,19.3,190,Home Improvement,2087,6.01,0.1424,0
LN002530,60,13892,46949,24,22.73,4,575,Business,Graduate,Own,2,4.2,117,Personal,2453,17.66,0.2816,0
LN002531,29,34682,60850,24,18.64,4,499,Salaried,Graduate,Rented,5,56.6,85,Vehicle,3057,8.81,0.1462,1
LN002532,43,43331,63250,48,11.93,1,592,Business,Graduate,Rented,5,83.1,291,Debt Consolidation,1663,3.84,0.1216,1
LN002533,31,21515,257022,36,17.03,0,378,Salaried,Graduate,Family,3,84.2,282,Vehicle,9167,42.61,0.9955,1
LN002534,55,40098,32153,84,8.82,4,447,Salaried,Graduate,Own,4,87.8,2,Debt Consolidation,514,1.28,0.0668,1
LN002535,31,49867,200435,36,15.74,2,828,Salaried,Graduate,Own,5,58.4,242,Business,7021,14.08,0.3349,1
LN002536,59,10161,42608,24,19.05,0,626,Self-Employed,Under-Graduate,Rented,0,18.7,156,Vehicle,2149,21.15,0.3494,0
LN002537,62,53220,61123,84,18.03,0,356,Salaried,Graduate,Rented,2,39.4,100,Vehicle,1286,2.42,0.0957,0
LN002538,24,32144,146415,24,20.42,2,339,Salaried,Professional,Own,5,37.8,191,Home Improvement,7482,23.28,0.3796,0
LN002539,61,32822,302045,12,24.53,4,560,Self-Employed,Under-Graduate,Rented,1,7.1,70,Vehicle,28639,87.26,0.7669,0
LN002540,31,23532,58893,24,21.17,4,710,Salaried,Post-Graduate,Rented,3,37.9,0,Medical,3031,12.88,0.2086,0
LN002541,43,41229,31487,36,10.82,4,503,Salaried,Professional,Rented,4,91.3,123,Home Improvement,1028,2.49,0.0636,1
LN002542,39,25747,255270,48,9.27,2,305,Self-Employed,Post-Graduate,Own,0,88.2,235,Personal,6385,24.8,0.8262,0
LN002543,58,23213,27017,72,13.67,0,321,Self-Employed,Post-Graduate,Own,3,7.3,19,Medical,552,2.38,0.097,0
LN002544,31,35644,91614,12,19.36,4,403,Salaried,Under-Graduate,Own,4,90.4,73,Business,8459,23.73,0.2142,1
LN002545,23,10160,158789,48,26.07,1,436,Salaried,Under-Graduate,Rented,5,63.8,71,Wedding,5360,52.76,1.3024,0
LN002546,47,25259,23124,12,17.16,4,491,Business,Graduate,Rented,5,68.3,248,Education,2111,8.36,0.0763,1
LN002547,37,12312,12781,72,27.12,4,594,Salaried,Professional,Own,5,44.1,286,Business,361,2.93,0.0865,1
LN002548,63,10454,70154,72,22.2,2,601,Salaried,Post-Graduate,Family,3,11.0,42,Debt Consolidation,1771,16.94,0.5592,0
LN002549,62,47118,165785,24,26.47,4,634,Self-Employed,Under-Graduate,Rented,5,14.8,71,Personal,8971,19.04,0.2932,1
LN002550,26,15380,313832,12,9.68,4,312,Self-Employed,Under-Graduate,Own,0,5.6,11,Vehicle,27544,179.09,1.7004,1
LN002551,35,45317,36361,12,24.58,4,488,Salaried,Under-Graduate,Own,2,49.1,58,Business,3448,7.61,0.0669,0
LN002552,31,31090,141964,48,18.2,2,595,Salaried,Professional,Own,4,54.7,294,Business,4185,13.46,0.3805,1
LN002553,52,14426,257785,24,23.89,0,810,Self-Employed,Under-Graduate,Family,2,28.3,197,Medical,13615,94.38,1.4891,0
LN002554,39,13405,15445,24,20.75,2,578,Salaried,Graduate,Own,4,38.3,68,Debt Consolidation,792,5.91,0.096,1
LN002555,40,48893,235446,12,21.41,0,815,Self-Employed,Graduate,Rented,3,49.8,22,Home Improvement,21970,44.93,0.4013,0
LN002556,27,39384,90096,48,17.71,0,521,Salaried,Graduate,Family,4,99.0,65,Debt Consolidation,2633,6.69,0.1906,1
LN002557,45,35273,166126,60,23.07,3,399,Salaried,Post-Graduate,Rented,1,78.8,141,Medical,4690,13.3,0.3925,0
LN002558,45,38719,33322,24,18.21,2,489,Salaried,Graduate,Rented,0,53.8,287,Home Improvement,1667,4.31,0.0717,0
LN002559,47,40652,32894,60,13.59,2,323,Salaried,Graduate,Rented,3,71.6,250,Vehicle,758,1.86,0.0674,1
LN002560,62,41120,63619,12,11.51,3,690,Salaried,Under-Graduate,Rented,5,68.0,174,Business,5638,13.71,0.1289,1
LN002561,56,30693,40638,24,21.5,3,547,Salaried,Under-Graduate,Rented,1,62.4,129,Vehicle,2098,6.84,0.1103,0
LN002562,55,18226,172144,72,26.89,0,788,Salaried,Post-Graduate,Rented,4,59.0,17,Home Improvement,4839,26.55,0.7871,0
LN002563,35,16204,48159,72,18.71,0,464,Freelancer,Professional,Own,5,52.2,173,Medical,1118,6.9,0.2477,0
LN002564,49,53002,213904,72,23.48,1,323,Self-Employed,Post-Graduate,Own,1,45.9,166,Wedding,5564,10.5,0.3363,0
LN002565,36,32771,86806,12,26.79,0,441,Salaried,Post-Graduate,Family,1,91.6,217,Business,8326,25.41,0.2207,0
LN002566,63,36161,99555,36,19.89,1,415,Freelancer,Graduate,Rented,3,63.3,158,Home Improvement,3694,10.22,0.2294,1
LN002567,32,29092,219535,60,13.75,1,744,Salaried,Post-Graduate,Own,3,36.7,28,Wedding,5080,17.46,0.6289,1
LN002568,34,31588,59626,84,14.73,0,846,Self-Employed,Graduate,Family,0,53.3,231,Medical,1142,3.62,0.1573,0
LN002569,40,36146,32144,36,11.05,4,456,Salaried,Under-Graduate,Own,0,8.5,291,Home Improvement,1053,2.91,0.0741,1
